,index,Unnamed: 0,posts,Mach,LSRP12,LSRP2,NRSM,languages
5290,7755,7755,"""মাই বয়, আল্লাহ্‌র কাছে দায়ী থাকবে"" - রেজা স্যার (Dept. of Mathematics, Notre Dame College)

The country plunges further into darkness each day. What saddens me is that 90% students taking board exams expect getting questions beforehand. Why?
If you are taking an exam why would you expect a question leak? Why would you search for it, buy it, spread it, even look at it? Our education system is possibly the worst one, but why do you have to be dishonest, corrupt? 
Your parents, your teachers, shaped you into the person you are today, they tried to teach you all the best values and ideals there can be. How can you stain their names for a few marks? What remains the difference between an uneducated person and you if you can't stand up against those very people when they force you to cheat?
Why should all the lessons, all the education of 10 or 12 years go in vain? ""সবাই তো নেয়"" can never be an excuse, you should do as your conscience says, if you have any.
Allah is watching, and you will surely face judgement at His will. Even if you are an atheist, karma is a bitch. 😂
You may joke about it like ""কোশ্চেনটা পাইলে জোস হইত"" but let this be the end of that.
You will feel severe crisis of self-respect someday. 
What is the point of getting 90 being corrupt? I would be happy scoring 70-80 of my own accord. Even asking your friends for answers is wrong, but nothing compares to the question issue.
Things that are wrong can never get you success, don't sell yourself out. Stick to your ideals, stick to what is right, you will surely get its reward. 
বাটপারি করে ভালো করলে একদিন ধরা খাবা ;) While you cheat and selfishly get marks you don't deserve, you deprive a hard working student who decided to remain honest from being able to sit for an exam that he worked hard for.

We need to understand that getting 90+ is not worth selling out our values. If our parents and teachers force us to get good marks even if we don't deserve that, we need to correct them, not indulge in corruption. Marks won't even get us jobs, if we don't have skills. And if we want to be businessmen, artists, musicians, or anything else, we don't need good marks. For once we need to follow the path we dream of, with dignity. It is time we stopped being their puppets.",44.0,0.0625,0.1,21.0,en
5291,7756,7756,"2 years, 21 experiments, not a single makeup :3 Could not be a true NotreDamian after all :/",44.0,0.0625,0.1,21.0,en
5292,7757,7757,"While most of us are busy celebrating the victory of our heroes, Sylhet faces a threat we all might be facing soon as extremism spreads its malicious roots  deep into our nation.
As they take innocent lives just a day before our Independence Day, it is clear that they do not share the same ideals as we do. They are the enemies.
What we can do now is pray and educate those who might fall victim to their lies, so they cannot grow in numbers. 
May Allah forgive and protect us all.

And those who think this is something you can joke about for some likes on social media or to prove you have great sense of humour, you are worse than scum. :)",44.0,0.0625,0.1,21.0,en
5295,7760,7760,"Come On IUT Avijatrik ! Let's show the world what we can do!

#IUT_AVIJATRIK
#IUT #OIC
#European_Rover_Challenge_2018
#Bangladesh",39.0,0.0625,0.1,27.0,en
5296,7761,7761,"Alhamdulillah!

Here is the new jersey of Impulse FC for the 2018 season. Thanks to all the players, supporting staffs & our sponsor : Wedding Edge to make the jersey launching event a huge success.

We are especially grateful to Mr. Saif Rifat, CEO of Wedding Edge for his continuous support towards our team. In sha allah this support will be continued in the future days as well. Also thanks to Muhammad Asaduzzaman Niloy for designing this awesome jersey.
With the introduction of the new jersey, hopefully it will start a new victorious journey for the team.
Finally, thanks to Faridul Islam Pranto for taking those awesome photographs.

#ImpulseForLife",39.0,0.0625,0.1,27.0,en
5297,7762,7762,Alhamdulillah For Everything,39.0,0.0625,0.1,27.0,en
5299,7764,7764,"Alhamdulillah For Everything.
Champion!!!!
#AporLa13",39.0,0.0625,0.1,27.0,en
5300,7765,7765,"We are glad to announce the full squad of Impulse FC for this year. Heartiest congratulations to the ones who made their way in the club.

Manager: Hafiz Ahmed
Assistant Manager: Mushfiq Rafid

Full squad in no particular order:

01. Abir Mahmud Tasik (C)
02. Mominul Islam Miraz
03. Rabib Masnun Sheikh
04. Nahid Saroar
05. Sabit Bananee
06. Shams Masud (GK)
07. Mushfiqur Rahman Badhon
08. Omor Seebtaien Tajdeed
09. Latul Ibn Amin
10. Fardin Saad
11. Saikot Mahmud
12. Sayem (GK)
13. Irteeja Akik
14. Tanjil Chowdhury Dip
15. Imtiaz Mahmud Nafi
16. Samin
17. Adib Ahsan Chowdhury(GK)
18. Rayhanul Islam
19. Tasdee Al Karim
20. Homayed Naser
21. Daud Nabi Hridoy
22. Hasan Zakaria
23. Ishmam Husain
24. Saad Mahmud
25. Araf Mustakim
26. Rakibuzzaman Shafi(GK)
27. Zarif Hossain Apluto

#ImpulseForLife",39.0,0.0625,0.1,27.0,en
5306,7772,7772,"#saveIUT
#notOurVC
#makeIUTgreatAgain
#brotherhood",39.0,0.0625,0.1,27.0,en
5308,7774,7774,"Tonight @ 1:10 am
IUT Computer Society(IUTCS) will be live on ATN News",39.0,0.0625,0.1,27.0,en
5310,7778,7778,"Family <3 <3

Inshaallah ,this season is going to be a huge success!!!

#NewJersey
#ImpulseFC",39.0,0.0625,0.1,27.0,en
5311,7779,7779,"Alhamdulillah! 

We have successfully completed the grand Jersey Launching - 2017. It was great to be able to unite all the players, management, sponsors and supporting staff in this glorious evening. 

Hope this new jersey begins a new victorious journey for our club. With that, new energy and spirit in the hearts of our players to achieve many more successes in the future! 

People who made it possible: 

Official Sponsor: Catalytic Interactive

Media Partner: Second Studios Inc.

#ImpulseForLife #ImpulseFC #CatalyticInteractive #SecondStudios",39.0,0.0625,0.1,27.0,en
5313,7783,7783,"We are glad to announce the full squad of Impulse FC for this year. Heartiest congratulations to the ones who made their way in the club.

Manager: Hafiz Ahmed

Goal Keeper: Adib Ahsan Chowdhury, Shams Masud

Defender: Saiful Islam(C), Noman Bin Kalam, Rayhanul Islam, মুশফিকুর রহমান, Rokibul Hasan Rokib, Sabit Bananee, Rahat Anwar Khan, Tanjil Chowdhury Dip, Irteeja Akik.

Mid-Fielder: Wasif A Choudhury, Misbah Uddin, Saikot Mahmud, Daud Nabi Hridoy, Sowaad Chowdhury, Fardin Saad, Fahim Shahriar Reed, Rabib Masnun Sheikh, Tasdee Al Karim. Asif Hasan Anik

Forward: Rashik Ishrak, Abir Mahmud Tasik, Nahid Saroar, Kabbir Hossain, Mominul Islam Meraz, Hasan Zakaria, Latul CR Lemin, Ishmam Husain",39.0,0.0625,0.1,27.0,en
5314,7784,7784,"#khela_hobe_sundarbans_e
#ESAB_IUT_branch
#ConnectingTheSpirits",39.0,0.0625,0.1,27.0,en
5317,7792,7792,"#Last_All_Boys_Freshers
#End_of_An_Era

#Dawn_of_A_New_Era",39.0,0.0625,0.1,27.0,en
5318,7798,7798,"by: Tanmoy Cartoons 

<s00n>",39.0,0.0625,0.1,27.0,en
5321,7807,7807,"Room No 301
5th Row
Last Bench 

Clicked By : Saif Sohan Saikat",39.0,0.0625,0.1,27.0,en
5322,7810,7810,A reply to Prothom Alo,39.0,0.0625,0.1,27.0,en
5326,7816,7816,"""Osthir"" design Credit Amit H Khan 
Source Pic Credit : Tahrima Oannahary Tusi

& especially to tusi, And Saikat vai: ei din tar kotha mone koranor jonno thnx",39.0,0.0625,0.1,27.0,en
5327,7818,7818,find reason why people like you at http://funviaapps.com/pro/?convert,39.0,0.0625,0.1,27.0,en
5337,7839,7839,Think.Eat.Save,39.0,0.0625,0.1,27.0,en
5347,7856,7856,too much!!!!,39.0,0.0625,0.1,27.0,en
5356,7865,7865,too much!!!,39.0,0.0625,0.1,27.0,en
5362,7878,7878,best mates :P,39.0,0.0625,0.1,27.0,en
5363,7880,7880,missing school lyf :(,39.0,0.0625,0.1,27.0,en
5364,7881,7881,really missing MOLLA sir!!!! :(,39.0,0.0625,0.1,27.0,en
5369,7887,7887,with our honourable benjamin sir............,39.0,0.0625,0.1,27.0,en
5370,7893,7893,"facebook e irregularity'r prothom kufol..............
....
ajk login korar shomoy password vule gesi........",39.0,0.0625,0.1,27.0,en
5379,7902,7902,the ultimate success!!!!,39.0,0.0625,0.1,27.0,en
5387,7913,7913,"#Shironamhin
Pura kapai dise😍
Namailam freshers cake party😎
And it's boom",61.0,0.0625,0.1,11.0,en
5388,7914,7914,"A bunch of love❤️
#birthday_wally_aur_paa_apu😍
Enjoyed a lot🤩",61.0,0.0625,0.1,11.0,en
5389,7915,7915,"#cousin_niece_ammu❤️
Onk din por byea khelam 😁....valo silo😍",61.0,0.0625,0.1,11.0,en
5390,7916,7916,#Excursion_2_k_1_8,61.0,0.0625,0.1,11.0,en
5393,7923,7923,Miss those moments,61.0,0.0625,0.1,11.0,en
5394,7925,7925,"With the great guy😍
and love the smile😀
#roomie",61.0,0.0625,0.1,11.0,en
5395,7926,7926,"#Esonance loaded
The biggest festival i have ever faced😍😍😍😍😍
Thanks for the nice click Ziaur Rahman Jibon vai😍",61.0,0.0625,0.1,11.0,en
5400,7931,7931,"Just show off😜
Guiter e kntu ami😆
#twin fact💜
Please view, like and support us👍
Video credit: Nimur Rahman Ifty",61.0,0.0625,0.1,11.0,en
5402,7934,7934,These people <3,61.0,0.0625,0.1,11.0,en
5404,7936,7936,"Happy birthday Sadat Haque(president mofu), Shuvo Islam(Happy Valluk) & Tamil hero Rafat Bin Rabbani
#Huge fun masti and the treat.
#You guys are awesome but the গুটিবাজি  is excess...😒
#And the rest thing happened tonight is history.😍",61.0,0.0625,0.1,11.0,en
5406,7938,7938,"The little journey was tiresome but eventful... First time Robo-race in life, so we made a lot of mistake...  But overall we enjoyed a lot......
Really special thanks goes to @Sadman Muhib Samyo who was an awesome coder.. Vai tui chetaaaa...
We are trying to learn from our mistake...  Inshallah from the next time we will be able to cover up our lackings and able to succeed..
Pray for us...",61.0,0.0625,0.1,11.0,en
5407,7939,7939,"#If anybody need this book,
you are requested to inbox me.😊",61.0,0.0625,0.1,11.0,en
5408,7940,7940,"#Ebar hoppe chilll😍✌
#huge vacation fact😆
#Eid-ul-fitar",61.0,0.0625,0.1,11.0,en
5409,7942,7942,"Nothing to say.......
Only IUT💜 is love💜💜💜
and iutian hood is joss✌
Birthday treat😍",61.0,0.0625,0.1,11.0,en
5412,7945,7945,"Blte gele 2nd time er mto sob vai bon akshate
onk moja with the sad moment😊😜",61.0,0.0625,0.1,11.0,en
5413,7947,7947,"It's time for robotics.....
Arduino compoments😎✌",61.0,0.0625,0.1,11.0,en
5414,7948,7948,"Sabnaj apu er first train journey tai......
ar oviously nanir jnno basai fera.",61.0,0.0625,0.1,11.0,en
5415,7949,7949,A little relief from the monotonous life and also from the.......feelings of engineering studies,61.0,0.0625,0.1,11.0,en
5416,7950,7950,"IUT EEE Excursion 2017 is on....
It's such an uneventful moment of my life:)",61.0,0.0625,0.1,11.0,en
5417,7951,7951,Photo Credit: Saif Rifat ভাই,61.0,0.0625,0.1,11.0,en
5418,7952,7952,#yearinreview2016,61.0,0.0625,0.1,11.0,en
5419,7953,7953,"I attended most of the engineering entrance examination in KUET, RUET, CUET, MIST, IUT and also attended DU, RU, SUST and also got selected in every university.......though i'm not satisfied with every university position,.......but finally i'm satisfied with the position of MIST, IUT, and recent result of SUST.....And it gives me much pleasure.
Today i write this status on the perspective of admission question 2016-2017 which i have faced and my feelings of it.....
I think the most easiest question i have ever faced is the MIST question and the IUT question is the most harder one.......and the rest of the admission question is avarage to me.
What about your feeling friends...... please try to comment who attended the admission exam 2016-2017...........",61.0,0.0625,0.1,11.0,en
5420,7954,7954,"Alhamdulillah..... alhamdulillah.... alhamdulillah.... 283!!! in IUT(Islamic University of Technology) under OIC   
And this is my life's highest achievemment 
That is unbelieveable......I have made the histry of my own......
oh!!! that's fantastic.....
I have got the position in IUT  283!!!  and finally my dream comes true....
But it is a matter of great sorrow that my father wants and also forced me to study in MIST.....
Is there any one of my well-wisher who can convince my father to study me in IUT..
Because it's my dream I can't think anything whithout it now....
plz plz plz help me.",61.0,0.0625,0.1,11.0,en
5421,7955,7955,"আলহামদুলিল্লাহ্‌
অবশেষে দীর্ঘ ক্লান্তিকর ভর্তি যুদ্ধের পরিসমাপ্তি।
সব জায়গাই হচ্ছিল কিন্তু মনের মত না।
অবশেষে পাইলাম, , , , ,ইহা কে পাইলাম -MIST(Military Institute Of Science and Technology) 
Thanks to them who are always by my side on this journey.
specially thanks to my IUT ian Arko via who is my one and only guideline and always by my side. And also my sister Arpa apu who played a great role to get my chance.....And my khalamoni khalu abbu ammu's support is unbelievable .And without their support i can't think to achieve that place....And finally thanks to all my well-wisher and ALLAH(everything of the malik).     Every one prays for me for my better future.....
here it is of 275 selected candidate civil merit list.....",61.0,0.0625,0.1,11.0,en
5422,7956,7956,"One Dhaka to Sylhet Train Ticket to sell
Parabat Express
Date:25.11.2016 departure time:06.35 a.m (from Kamlapur) 
Category: Shovon Chair 
Price:320 taka(Original Price) 
If u r interested than inbox/comment",61.0,0.0625,0.1,11.0,en
5424,7960,7960,"আলহামদুলিল্লাহ 
it is সোনালি গপা-৫(Golden GPA -5) =D 
Thanks all of my well wishers for their unconditional support :) 
 Now Please pray for me 
Next mission is 
#BUET",61.0,0.0625,0.1,11.0,en
5425,7966,7966,Onek din por selfee with frndzzzz,61.0,0.0625,0.1,11.0,en
5426,7968,7968,Cheers!! Congratulation to Bangladesh Cricket Team for their glorious victory against England and securing position in quarter final for the very first time....enjoy friends just enjoy,61.0,0.0625,0.1,11.0,en
5427,7969,7969,"Hurrrrah we own the match....
against England and qualified for the quater final and made the history....... let's celebrate my friends",61.0,0.0625,0.1,11.0,en
5429,7980,7980,My bandor bone journey with my brother,61.0,0.0625,0.1,11.0,en
5430,7981,7981,I with my senior,61.0,0.0625,0.1,11.0,en
5431,7982,7982,It's my first army camp. I am top ten firer.....,61.0,0.0625,0.1,11.0,en
5432,7983,7983,It's me,61.0,0.0625,0.1,11.0,en
5433,7984,7984,It's my mother..twin brother & me,61.0,0.0625,0.1,11.0,en
5434,7985,7985,"First day at collage ..
Osm!!!",61.0,0.0625,0.1,11.0,en
5438,8005,8005,"Ciillll.....✌😉
C Block😍.....",55.0,0.0625,0.1,17.0,en
5445,8019,8019,Feeling relieved for comming back to my home town,55.0,0.0625,0.1,17.0,en
5446,8020,8020,"সেই ssc থেকে শুরু :/
Got 'A' +
Alhamdulillah for Everything :)   
please pray for me for the next mission
#The_FInal_Destination",55.0,0.0625,0.1,17.0,en
5447,8024,8024,Happy mothers day,55.0,0.0625,0.1,17.0,en
5449,8030,8030,"My Drawn Pictures since 2007, When I was in class 4... I&#039;m not a painter b8 I was trying... It&#039;s just my childhood memories now...",55.0,0.0625,0.1,17.0,en
5450,8036,8036,Amar BNCC theka Khulnai Army training er cultural program er performence. Kmn laglo sobar?,55.0,0.0625,0.1,17.0,en
5451,8037,8037,Amar BNCC theka Khulnai Army training er cultural progarm er performence. Kmn laglo sobar?,55.0,0.0625,0.1,17.0,en
5453,8043,8043,This picture costed 15k 💸,37.0,0.0625,0.1,15.0,en
5454,8045,8045,CR-PK 😂,37.0,0.0625,0.1,15.0,en
5456,8050,8050,"Bunch of Love..
#1162___
<3 <3",37.0,0.0625,0.1,15.0,en
5459,8055,8055,They are <3,37.0,0.0625,0.1,15.0,en
5463,8060,8060,"In mind:I'll be okay.Everything is good 
Deep inside:Well,nice joke buddy !!��

P.c: Akhlaq Rifat Rahman vai ❤",37.0,0.0625,0.1,15.0,en
5465,8062,8062,"""Happy Birthday Mishty Bhai"" ❤❤
You know how close you are to me..and always amn e thaiken.buila jaien na abar😑😑
Ar ato pera khaien na always hashikhushi thaiken arokom ❤
#CaptainVillain 😎😎
Love you bhai ❤",37.0,0.0625,0.1,15.0,en
5466,8063,8063,"After 8 years Finally back to the place where i took my first footstep and spend my childhood😃😃.
Brings back a lot of memories.Many things changed bt the people and there love is still same 😁

#KONAPARA <3 <3

Gonna miss Banasree too 😅😅",37.0,0.0625,0.1,15.0,en
5468,8065,8065,"Shuvo Islam Happy now??��
Last Class �",37.0,0.0625,0.1,15.0,en
5469,8067,8067,"My people ❤❤

#notAtour",37.0,0.0625,0.1,15.0,en
5470,8069,8069,"Badminton ❤❤
Credit:@hasib_hasan_shanto",37.0,0.0625,0.1,15.0,en
5471,8070,8070,"""No Corruption
No Action 
Only Resignation""",37.0,0.0625,0.1,15.0,en
5472,8071,8071,#NotOurVC,37.0,0.0625,0.1,15.0,en
5476,8075,8075,Thanks Taufiq Humayun Chowdhury  :3,37.0,0.0625,0.1,15.0,en
5477,8076,8076,😌😌 @ Food Square Dhanmondi,37.0,0.0625,0.1,15.0,en
5480,8079,8079,"My people ❤❤

#notAtour",37.0,0.0625,0.1,15.0,en
5481,8080,8080,"Bijoyer Itihash Janate 
#rooftop
#historymadeinteresting",37.0,0.0625,0.1,15.0,en
5482,8081,8081,"Thanks Rommie <3 <3
Credit: Shuvo Islam (Valluk)",37.0,0.0625,0.1,15.0,en
